,id,project,branch,hashtags,change_id,subject,status,created,updated,submit_type,insertions,deletions,total_comment_count,unresolved_comment_count,has_review_started,meta_rev_id,_number,owner,requirements,submit_records,attention_set,removed_from_attention_set,work_in_progress,cherry_pick_of_change,cherry_pick_of_patch_set,topic,revert_of,_more_changes
202,chromium%2Fsrc~main~I6507fc566d29b2140ef938b329be1f94656d5673,chromium/src,main,[],I6507fc566d29b2140ef938b329be1f94656d5673,Don't warn the user for already allowed contents,NEW,2021-11-12 17:40:19.000000000,2021-11-18 17:24:04.000000000,REBASE_ALWAYS,888,246,26,0,True,82822a2e08cf9f938ddd3dd31ee42757bb8c688b,3279000,{'_account_id': 1513943},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1162075': {'account': {'_account_id': 1162075}, 'last_update': '2021-11-18 17:24:04.000000000', 'reason': '<GERRIT_ACCOUNT_1513943> replied on the change', 'reason_account': {'_account_id': 1513943}}}","{'1513943': {'account': {'_account_id': 1513943}, 'last_update': '2021-11-18 17:24:04.000000000', 'reason': '<GERRIT_ACCOUNT_1513943> replied on the change', 'reason_account': {'_account_id': 1513943}}}",,,,,,
203,chromium%2Fsrc~main~I23b043900327c9972c63f682828216874d4dd317,chromium/src,main,['personalization'],I23b043900327c9972c63f682828216874d4dd317,personalization: migrate common/utils.js to ts,NEW,2021-11-16 00:41:41.000000000,2021-11-18 17:23:51.000000000,REBASE_ALWAYS,23,29,6,0,True,5d812cbb9f687cb091a717cdd2a569c5742e404c,3283716,{'_account_id': 1123899},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1429709': {'account': {'_account_id': 1429709}, 'last_update': '2021-11-18 17:23:51.000000000', 'reason': '<GERRIT_ACCOUNT_1123899> replied on the change', 'reason_account': {'_account_id': 1123899}}}","{'1123899': {'account': {'_account_id': 1123899}, 'last_update': '2021-11-18 17:23:51.000000000', 'reason': '<GERRIT_ACCOUNT_1123899> replied on the change', 'reason_account': {'_account_id': 1123899}}, '1482853': {'account': {'_account_id': 1482853}, 'last_update': '2021-11-17 21:27:35.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1482853> using the hovercard menu', 'reason_account': {'_account_id': 1482853}}, '1516712': {'account': {'_account_id': 1516712}, 'last_update': '2021-11-16 00:44:17.000000000', 'reason': 'Reviewer/Cc was removed'}}",,,,,,
204,chromium%2Fsrc~main~Ia8f7fd19997f1b08224e49b7f10ca2410f7424d7,chromium/src,main,[],Ia8f7fd19997f1b08224e49b7f10ca2410f7424d7,Adjust PageTransition to be AUTO_SUBFRAME for mparch fenced frames.,NEW,2021-11-05 20:22:51.000000000,2021-11-18 17:23:48.000000000,REBASE_ALWAYS,115,23,63,1,True,d947e993207151e2fcb3cf85c7cfa78b5d46d846,3265344,{'_account_id': 1123071},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1126912}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1123071': {'account': {'_account_id': 1123071}, 'last_update': '2021-11-18 16:36:55.000000000', 'reason': 'ps#13: CQ dry run failed.'}, '1001216': {'account': {'_account_id': 1001216}, 'last_update': '2021-11-11 12:06:02.000000000', 'reason': '<GERRIT_ACCOUNT_1247388> replied on the change', 'reason_account': {'_account_id': 1247388}}}","{'1247388': {'account': {'_account_id': 1247388}, 'last_update': '2021-11-18 00:10:09.000000000', 'reason': '<GERRIT_ACCOUNT_1247388> replied on the change', 'reason_account': {'_account_id': 1247388}}, '1126912': {'account': {'_account_id': 1126912}, 'last_update': '2021-11-18 17:17:19.000000000', 'reason': '<GERRIT_ACCOUNT_1126912> replied on the change', 'reason_account': {'_account_id': 1126912}}, '1118209': {'account': {'_account_id': 1118209}, 'last_update': '2021-11-18 02:28:27.000000000', 'reason': '<GERRIT_ACCOUNT_1118209> replied on the change', 'reason_account': {'_account_id': 1118209}}}",,,,,,
205,chromiumos%2Fplatform%2Fec~main~Ia1732aef8a9e076193bea2ee3ef12bbfb87fcc05,chromiumos/platform/ec,main,[],Ia1732aef8a9e076193bea2ee3ef12bbfb87fcc05,zephyr: emul: move ln9310 reg bytes checking,NEW,2021-11-16 18:58:31.000000000,2021-11-18 17:23:38.000000000,REBASE_ALWAYS,4,47,0,0,True,9c96099a9b1b4c2f1cd3024f597c9ed49c482f27,3285636,{'_account_id': 1425418},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'NEED'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1000407}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1425418': {'account': {'_account_id': 1425418}, 'last_update': '2021-11-17 22:37:01.000000000', 'reason': ""ps#3: CV can't start a new Run as requested""}}","{'1522837': {'account': {'_account_id': 1522837}, 'last_update': '2021-11-16 19:03:54.000000000', 'reason': 'Reviewer/Cc was removed'}, '1000407': {'account': {'_account_id': 1000407}, 'last_update': '2021-11-16 19:06:23.000000000', 'reason': '<GERRIT_ACCOUNT_1000407> replied on the change', 'reason_account': {'_account_id': 1000407}}}",,,,,,
206,chromiumos%2Fplatform%2Fec~main~I118b05140228b89d27790863a3c8ddc62793fedc,chromiumos/platform/ec,main,[],I118b05140228b89d27790863a3c8ddc62793fedc,zephyr: test: sn5s330 dead battery boot init,NEW,2021-11-09 22:12:15.000000000,2021-11-18 17:23:38.000000000,REBASE_ALWAYS,77,5,0,0,True,57a13b0ce81afc9dc35a286e965090d098b86664,3271367,{'_account_id': 1425418},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'NEED'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1305927': {'account': {'_account_id': 1305927}, 'last_update': '2021-11-17 22:30:31.000000000', 'reason': 'Reviewer was added'}}","{'1522837': {'account': {'_account_id': 1522837}, 'last_update': '2021-11-17 22:30:32.000000000', 'reason': 'Reviewer/Cc was removed'}}",,,,,,
207,chromium%2Fsrc~main~I6ee0e8f936a3bf56b39d0b9c3a6901abe9d64086,chromium/src,main,['attribution-reporting'],I6ee0e8f936a3bf56b39d0b9c3a6901abe9d64086,"[attribution_reporting] Show un-noised, unsanitized trigger data in internals UI",NEW,2021-10-07 13:21:12.000000000,2021-11-18 17:23:01.000000000,REBASE_ALWAYS,280,75,6,0,True,05e2db03c7fface2309a1430e0b5e7c259f8f312,3212386,{'_account_id': 1433106},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1144624}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1290431': {'account': {'_account_id': 1290431}, 'last_update': '2021-11-15 16:58:27.000000000', 'reason': 'Change was marked ready for review'}}","{'1433106': {'account': {'_account_id': 1433106}, 'last_update': '2021-11-15 19:24:05.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1433106> using the hovercard menu', 'reason_account': {'_account_id': 1433106}}, '1144624': {'account': {'_account_id': 1144624}, 'last_update': '2021-11-15 16:58:32.000000000', 'reason': 'Removed by <GERRIT_ACCOUNT_1433106> using the hovercard menu', 'reason_account': {'_account_id': 1433106}}}",,,,,,
208,chromium%2Fsrc~main~I7fcbc37739d8f9ef96bba9b631f3d03bb7b6bb01,chromium/src,main,[],I7fcbc37739d8f9ef96bba9b631f3d03bb7b6bb01,Roll FreeType from e4f7673e4645 to 238245cd66e1 (1 revision),NEW,2021-11-17 06:28:31.000000000,2021-11-18 17:22:48.000000000,REBASE_ALWAYS,3,3,0,0,True,109dda64d4d09344799711d18da811c35ed2e952,3288926,{'_account_id': 1302611},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1115871}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1001934': {'account': {'_account_id': 1001934}, 'last_update': '2021-11-17 06:28:54.000000000', 'reason': 'Reviewer was added'}, '1130679': {'account': {'_account_id': 1130679}, 'last_update': '2021-11-17 06:28:54.000000000', 'reason': 'Reviewer was added'}}","{'1115871': {'account': {'_account_id': 1115871}, 'last_update': '2021-11-18 17:22:40.000000000', 'reason': '<GERRIT_ACCOUNT_1115871> replied on the change', 'reason_account': {'_account_id': 1115871}}}",,,,,,
209,chromium%2Fsrc~main~I3fa031b370e454226b756d10fef8d711c4001f84,chromium/src,main,[],I3fa031b370e454226b756d10fef8d711c4001f84,Uninline SkiaPaintCanvas::max_texture_size().,NEW,2021-11-18 06:58:36.000000000,2021-11-18 17:22:47.000000000,REBASE_ALWAYS,20,16,0,0,True,a96b2cc050a53116e49d72c82cf46704e8c0b821,3290945,{'_account_id': 1001934},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1145109': {'account': {'_account_id': 1145109}, 'last_update': '2021-11-18 17:22:47.000000000', 'reason': '<GERRIT_ACCOUNT_1001934> replied on the change', 'reason_account': {'_account_id': 1001934}}}","{'1001934': {'account': {'_account_id': 1001934}, 'last_update': '2021-11-18 17:22:47.000000000', 'reason': '<GERRIT_ACCOUNT_1001934> replied on the change', 'reason_account': {'_account_id': 1001934}}}",,,,,,
210,chromium%2Fsrc~main~I12fd66fed79e93fe9318684579cefee0bae8745b,chromium/src,main,['git-source-editor'],I12fd66fed79e93fe9318684579cefee0bae8745b,Allow crosvm to access IsFeatureEnabled to test if features enabled,NEW,2021-11-18 02:47:40.000000000,2021-11-18 17:22:45.000000000,REBASE_ALWAYS,7,0,0,0,True,800795fdd7be045a1455dea14c9ae081a5308cf4,3290344,{'_account_id': 1245231},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1000303}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1000985': {'account': {'_account_id': 1000985}, 'last_update': '2021-11-18 03:08:03.000000000', 'reason': '<GERRIT_ACCOUNT_1245231> replied on the change', 'reason_account': {'_account_id': 1245231}}, '1135824': {'account': {'_account_id': 1135824}, 'last_update': '2021-11-18 17:22:45.000000000', 'reason': '<GERRIT_ACCOUNT_1245231> replied on the change', 'reason_account': {'_account_id': 1245231}}}","{'1305461': {'account': {'_account_id': 1305461}, 'last_update': '2021-11-18 17:02:30.000000000', 'reason': '<GERRIT_ACCOUNT_1305461> replied on the change', 'reason_account': {'_account_id': 1305461}}, '1245231': {'account': {'_account_id': 1245231}, 'last_update': '2021-11-18 17:22:45.000000000', 'reason': '<GERRIT_ACCOUNT_1245231> replied on the change', 'reason_account': {'_account_id': 1245231}}, '1000303': {'account': {'_account_id': 1000303}, 'last_update': '2021-11-18 04:25:29.000000000', 'reason': 'removed on reply'}}",,,,,,
211,chromium%2Fsrc~main~Ie9c7a5e9823954bb7fd0894d83c600d35f1e5651,chromium/src,main,"['audioservice', 'non-pc-aec']",Ie9c7a5e9823954bb7fd0894d83c600d35f1e5651,AudioService: create output streams via OutputDeviceMixerManager,NEW,2021-11-16 12:25:37.000000000,2021-11-18 17:22:39.000000000,REBASE_ALWAYS,161,6,16,0,True,21254f750de25cba2402af1303701c6a54ca100d,3282199,{'_account_id': 1153409},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1150472}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",{},"{'1150472': {'account': {'_account_id': 1150472}, 'last_update': '2021-11-16 18:57:36.000000000', 'reason': '<GERRIT_ACCOUNT_1150472> replied on the change', 'reason_account': {'_account_id': 1150472}}, '1153409': {'account': {'_account_id': 1153409}, 'last_update': '2021-11-18 17:22:28.000000000', 'reason': '<GERRIT_ACCOUNT_1153409> replied on the change', 'reason_account': {'_account_id': 1153409}}}",,,,,,
212,chromiumos%2Fplatform%2Fdepthcharge~main~I2ae52bc26bc6584cc9ac45de05e640e906b03cdf,chromiumos/platform/depthcharge,main,[],I2ae52bc26bc6584cc9ac45de05e640e906b03cdf,herobrine: Enablement of BD address in VPD,NEW,2021-11-17 23:28:17.000000000,2021-11-18 17:22:24.000000000,REBASE_ALWAYS,8,0,1,0,True,d0e250eab12a5d7f617ce97043570e785db9e58e,3290425,{'_account_id': 1117900},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'NEED'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'OK', 'applied_by': {'_account_id': 1002133}}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1117900': {'account': {'_account_id': 1117900}, 'last_update': '2021-11-18 05:27:01.000000000', 'reason': '<GERRIT_ACCOUNT_1111839> replied on the change', 'reason_account': {'_account_id': 1111839}}, '1401017': {'account': {'_account_id': 1401017}, 'last_update': '2021-11-17 23:32:22.000000000', 'reason': '<GERRIT_ACCOUNT_1117900> replied on the change', 'reason_account': {'_account_id': 1117900}}}","{'1111839': {'account': {'_account_id': 1111839}, 'last_update': '2021-11-18 05:27:01.000000000', 'reason': '<GERRIT_ACCOUNT_1111839> replied on the change', 'reason_account': {'_account_id': 1111839}}, '1002133': {'account': {'_account_id': 1002133}, 'last_update': '2021-11-18 17:22:24.000000000', 'reason': 'removed on reply'}}",,,,,,
213,chromiumos%2Fthird_party%2Fkernel~chromeos-5.10~I7f8f5b9cac12742938e83fd2f75cb42b4ed6f190,chromiumos/third_party/kernel,chromeos-5.10,[],I7f8f5b9cac12742938e83fd2f75cb42b4ed6f190,CHROMIUM: drm/evdi: Implement pin/unpin GEM object functions,NEW,2021-11-16 06:27:54.000000000,2021-11-18 17:22:13.000000000,CHERRY_PICK,41,4,2,1,True,12a359c7a06bd8a740b876f3a2dd153882d55762,3282800,{'_account_id': 1123598},[],"[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'NEED'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}]","{'1123598': {'account': {'_account_id': 1123598}, 'last_update': '2021-11-18 17:22:13.000000000', 'reason': '<GERRIT_ACCOUNT_1000015> replied on the change', 'reason_account': {'_account_id': 1000015}}, '1000313': {'account': {'_account_id': 1000313}, 'last_update': '2021-11-16 23:05:27.000000000', 'reason': 'Reviewer was added'}}","{'1000015': {'account': {'_account_id': 1000015}, 'last_update': '2021-11-18 17:22:13.000000000', 'reason': '<GERRIT_ACCOUNT_1000015> replied on the change', 'reason_account': {'_account_id': 1000015}}}",,,,,,
214,chromium%2Fsrc~main~Ib70fe27b97cda58caf8915e1d86ac7253b25ac76,chromium/src,main,[],Ib70fe27b97cda58caf8915e1d86ac7253b25ac76,Ensure the FencedFrames feature is enabled when handling mojo ipc,NEW,2021-11-16 18:46:21.000000000,2021-11-18 17:21:50.000000000,REBASE_ALWAYS,40,10,15,1,True,f73ced5afe52c77fde3dbb664b907e48cc5a2e4a,3285267,{'_account_id': 1222959},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1498322': {'account': {'_account_id': 1498322}, 'last_update': '2021-11-16 18:53:47.000000000', 'reason': '<GERRIT_ACCOUNT_1222959> replied on the change', 'reason_account': {'_account_id': 1222959}}, '1130134': {'account': {'_account_id': 1130134}, 'last_update': '2021-11-17 20:33:27.000000000', 'reason': 'ps#5: CQ dry run failed.'}, '1175237': {'account': {'_account_id': 1175237}, 'last_update': '2021-11-17 16:46:09.000000000', 'reason': 'ps#4: CQ dry run failed.'}}","{'1222959': {'account': {'_account_id': 1222959}, 'last_update': '2021-11-17 20:37:22.000000000', 'reason': '<GERRIT_ACCOUNT_1222959> replied on the change', 'reason_account': {'_account_id': 1222959}}}",,,,,,
215,chromiumos%2Fplatform2~main~Ib86324b74be516854dbda8bffff6fbe1080b0822,chromiumos/platform2,main,[],Ib86324b74be516854dbda8bffff6fbe1080b0822,"Revert ""mount-encrypted: Use logical volumes for encstateful""",NEW,2021-11-18 17:12:10.000000000,2021-11-18 17:21:48.000000000,REBASE_ALWAYS,7,39,0,0,True,c623b468be9383456970e2cb5a5cc9e74f4eaf58,3291408,{'_account_id': 1171009},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Verified', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'MAY'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1241666': {'account': {'_account_id': 1241666}, 'last_update': '2021-11-18 17:12:10.000000000', 'reason': 'Reviewer was added'}, '1104704': {'account': {'_account_id': 1104704}, 'last_update': '2021-11-18 17:12:10.000000000', 'reason': 'Reviewer was added'}}",{},,,,,3263227.0,
216,chromium%2Fsrc~main~I062f289d34aed8e0a8adf930b44825a237ad7582,chromium/src,main,['fixit'],I062f289d34aed8e0a8adf930b44825a237ad7582,[Fixit] Take the creator's secure context bit into account for workers.,NEW,2021-11-17 16:36:35.000000000,2021-11-18 17:21:39.000000000,REBASE_ALWAYS,44,17,0,0,True,57f72a92216edd08f6884dda6bd70705ce0b9015,3288993,{'_account_id': 1431447},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'NOT_READY', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'NEED'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'NOT_READY', 'requirements': [{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]","{'1116047': {'account': {'_account_id': 1116047}, 'last_update': '2021-11-18 17:14:36.000000000', 'reason': '<GERRIT_ACCOUNT_1431447> replied on the change', 'reason_account': {'_account_id': 1431447}}, '1115924': {'account': {'_account_id': 1115924}, 'last_update': '2021-11-18 17:14:36.000000000', 'reason': '<GERRIT_ACCOUNT_1431447> replied on the change', 'reason_account': {'_account_id': 1431447}}, '1228344': {'account': {'_account_id': 1228344}, 'last_update': '2021-11-18 17:14:36.000000000', 'reason': '<GERRIT_ACCOUNT_1431447> replied on the change', 'reason_account': {'_account_id': 1431447}}}","{'1431447': {'account': {'_account_id': 1431447}, 'last_update': '2021-11-18 17:14:36.000000000', 'reason': '<GERRIT_ACCOUNT_1431447> replied on the change', 'reason_account': {'_account_id': 1431447}}}",,,,,,
217,chromium%2Fsrc~main~If847a8e7f8e0b1c954020341a693efaea1a94ba5,chromium/src,main,[],If847a8e7f8e0b1c954020341a693efaea1a94ba5,Roll Perfetto from 19fb767c32d0 to 2cf84d0e9cd2 (3 revisions),NEW,2021-11-18 17:20:48.000000000,2021-11-18 17:21:20.000000000,REBASE_ALWAYS,1,1,0,0,True,bb3819f3199a783d173c6d01f0fa95df155e8e13,3291670,{'_account_id': 1302611},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]","[{'rule_name': 'gerrit~PrologRule', 'status': 'OK', 'labels': [{'label': 'Auto-Submit', 'status': 'MAY'}, {'label': 'Quick-Run', 'status': 'MAY'}, {'label': 'Owners-Override', 'status': 'MAY'}, {'label': 'Bot-Commit', 'status': 'MAY'}, {'label': 'Commit-Queue', 'status': 'MAY'}, {'label': 'Code-Review', 'status': 'MAY'}]}, {'rule_name': 'code-owners~CodeOwnerSubmitRule', 'status': 'OK', 'requirements': [{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]}]",,,,,,,,
