,id,project,branch,hashtags,change_id,subject,status,created,updated,submit_type,insertions,deletions,total_comment_count,unresolved_comment_count,has_review_started,meta_rev_id,_number,owner,requirements,work_in_progress,attention_set,revert_of,cherry_pick_of_change,cherry_pick_of_patch_set,topic,_more_changes
93,chromium%2Fsrc~main~I098f4c7063e450a7bf0f8722fede3fd14b7460ef,chromium/src,main,['fuchsia'],I098f4c7063e450a7bf0f8722fede3fd14b7460ef,"[fuchsia] Remove ""+fuchsia"" include_rules",NEW,2021-10-08 22:42:39.000000000,2021-10-11 09:14:41.000000000,REBASE_ALWAYS,11,8,1,0,True,0c375d63f580a5d2cce127e8312322b8315bb7be,3215013,{'_account_id': 1000158},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1116023': {'account': {'_account_id': 1116023}, 'last_update': '2021-10-08 22:59:29.000000000', 'reason': '<GERRIT_ACCOUNT_1000158> replied on the change', 'reason_account': {'_account_id': 1000158}}, '1113499': {'account': {'_account_id': 1113499}, 'last_update': '2021-10-08 22:59:29.000000000', 'reason': '<GERRIT_ACCOUNT_1000158> replied on the change', 'reason_account': {'_account_id': 1000158}}, '1178124': {'account': {'_account_id': 1178124}, 'last_update': '2021-10-08 22:42:58.000000000', 'reason': '<GERRIT_ACCOUNT_1000158> replied on the change', 'reason_account': {'_account_id': 1000158}}, '1000158': {'account': {'_account_id': 1000158}, 'last_update': '2021-10-11 09:14:22.000000000', 'reason': 'Someone else replied on the change'}, '1001385': {'account': {'_account_id': 1001385}, 'last_update': '2021-10-11 09:14:41.000000000', 'reason': 'ps#1: CQ full run failed.'}}",,,,,
94,chromium%2Fsrc~main~I936df0b8795981b6ae4d1e7a54d9db7891ddf03e,chromium/src,main,[],I936df0b8795981b6ae4d1e7a54d9db7891ddf03e,Add kojii@ to content/child/dwrite_font_proxy/OWNERS,NEW,2021-10-11 07:35:39.000000000,2021-10-11 09:13:10.000000000,REBASE_ALWAYS,1,0,2,0,True,a7fb3629b13bb7a3ec261a342402e17687e9da13,3216783,{'_account_id': 1128431},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1128431': {'account': {'_account_id': 1128431}, 'last_update': '2021-10-11 08:09:20.000000000', 'reason': 'ps#2: CQ dry run succeeded.'}}",,,,,
95,chromium%2Fsrc~main~Ic66c61e69d9c4b208633bb2998207e0c7254f27f,chromium/src,main,[],Ic66c61e69d9c4b208633bb2998207e0c7254f27f,Keyboard Layout Changed event,NEW,2021-08-13 15:59:05.000000000,2021-10-11 09:12:28.000000000,REBASE_ALWAYS,316,11,40,0,True,8d18bbd5af6c6e513c7d0bf90eeafd09439e2b59,3094212,{'_account_id': 1390894},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,"{'1390894': {'account': {'_account_id': 1390894}, 'last_update': '2021-10-09 09:39:27.000000000', 'reason': 'ps#29: CQ dry run failed.'}}",,,,,
96,chromium%2Fsrc~main~I9ef9211712543b349716c47313a1a55116a9fd9b,chromium/src,main,[],I9ef9211712543b349716c47313a1a55116a9fd9b,Add a call flow chart for |DWriteFontProxy|,NEW,2021-10-11 07:30:28.000000000,2021-10-11 09:11:51.000000000,REBASE_ALWAYS,360,0,2,0,True,b147714ba5e664d32168fc04288fa07767abfa48,3216083,{'_account_id': 1128431},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1128431': {'account': {'_account_id': 1128431}, 'last_update': '2021-10-11 07:55:49.000000000', 'reason': 'ps#5: CQ dry run succeeded.'}}",,,,,
97,chromium%2Fsrc~main~I405c41783e46cdf86b583e7844d31e1af9109ccb,chromium/src,main,[],I405c41783e46cdf86b583e7844d31e1af9109ccb,Roll Dawn from 9a8099eb8bee to daf1cdbb28f7 (1 revision),NEW,2021-10-11 09:11:06.000000000,2021-10-11 09:11:34.000000000,REBASE_ALWAYS,1,1,0,0,True,c5e30e6c354e81a2849c58d6691e752719390e08,3217271,{'_account_id': 1302611},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1175332': {'account': {'_account_id': 1175332}, 'last_update': '2021-10-11 09:11:22.000000000', 'reason': 'Reviewer was added'}}",,,,,
98,chromium%2Fsrc~main~I2a54609c737c7387f0c56425122e2f2253398cd9,chromium/src,main,[],I2a54609c737c7387f0c56425122e2f2253398cd9,Roll Skia from ef6bc4d7c581 to cbaf52b37382 (2 revisions),NEW,2021-10-11 07:41:29.000000000,2021-10-11 09:10:55.000000000,REBASE_ALWAYS,1,1,0,0,True,cb3fc59bf1b43a4ed7dd28b83822586b61e714c5,3217211,{'_account_id': 1302611},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1185194': {'account': {'_account_id': 1185194}, 'last_update': '2021-10-11 07:41:52.000000000', 'reason': 'Reviewer was added'}}",,,,,
99,chromiumos%2Fplatform2~main~I3ee606da8de512da5196253ea86f622590a5067d,chromiumos/platform2,main,[],I3ee606da8de512da5196253ea86f622590a5067d,hps: Cast int8_t to int before cout,NEW,2021-10-08 04:06:47.000000000,2021-10-11 09:10:43.000000000,REBASE_ALWAYS,2,1,0,0,True,8baca61409b89990258ee7dd45471c73a1709d13,3211620,{'_account_id': 1377969},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1377969': {'account': {'_account_id': 1377969}, 'last_update': '2021-10-11 09:08:40.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
100,chromiumos%2Fplatform2~main~I446ef0aa6d6e48575e4e5c64d431b47ac29549ad,chromiumos/platform2,main,[],I446ef0aa6d6e48575e4e5c64d431b47ac29549ad,hps: Renumber features to be zero based everywhere,NEW,2021-10-07 22:18:58.000000000,2021-10-11 09:10:16.000000000,REBASE_ALWAYS,21,21,2,0,True,fb927d8b8e0226080af71a653e11074435e64d3b,3211610,{'_account_id': 1377969},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
101,chromiumos%2Fplatform2~main~I6d7794a7d71bedc459475ecc85e420da0cadf620,chromiumos/platform2,main,[],I6d7794a7d71bedc459475ecc85e420da0cadf620,hps: Treat inference_result as int8_t,NEW,2021-10-07 22:03:15.000000000,2021-10-11 09:10:14.000000000,REBASE_ALWAYS,15,12,14,0,True,5a67eddf54feda3f36024f4dbb87d5462d1f5d37,3211609,{'_account_id': 1377969},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
102,chromiumos%2Fplatform2~main~I05c1429b5258327c7b196676429eb1b6899906a8,chromiumos/platform2,main,[],I05c1429b5258327c7b196676429eb1b6899906a8,hps: Fix util/watch integer scope bug,NEW,2021-10-07 22:03:15.000000000,2021-10-11 09:10:11.000000000,REBASE_ALWAYS,4,4,5,1,True,6704202e4faf6c9f1da0611d9871b4ea80fe4d9c,3211608,{'_account_id': 1377969},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
103,chromium%2Fsrc~main~I5d58589dd318210a3e6b6f1e9c69721271796316,chromium/src,main,['webui-cleanup'],I5d58589dd318210a3e6b6f1e9c69721271796316,"WebUI Cleanup: Use ""eslint-disable no-var"" where it makes sense.",NEW,2021-10-11 09:02:49.000000000,2021-10-11 09:10:05.000000000,REBASE_ALWAYS,50,298,0,0,False,3aeacc2f219d9cd60b2f49c33c12306b8b4285d7,3216246,{'_account_id': 1115893},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,,,,,,
104,chromium%2Fsrc~main~I30b539634e4ad4cbc2775cabc8687b590dda15fb,chromium/src,main,['bfcache'],I30b539634e4ad4cbc2775cabc8687b590dda15fb,[bfcache] Do not record RelatedActiveContentsExist without swapping BI,NEW,2021-09-08 09:16:51.000000000,2021-10-11 09:09:56.000000000,REBASE_ALWAYS,175,113,2,2,True,747f1024c11bf5f508d154bfacabcd5ea61e2db4,3146938,{'_account_id': 1151889},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1151889': {'account': {'_account_id': 1151889}, 'last_update': '2021-10-11 09:09:56.000000000', 'reason': 'ps#5: CQ dry run failed.'}}",,,,,
105,chromiumos%2Fthird_party%2Fkernel~chromeos-5.4~I6a4e3dbd98d251b73786aa775d09c09551327f22,chromiumos/third_party/kernel,chromeos-5.4,[],I6a4e3dbd98d251b73786aa775d09c09551327f22,UPSTREAM: BACKPORT: drm/i915/bdb: Fix version check,NEW,2021-10-11 09:01:00.000000000,2021-10-11 09:09:33.000000000,CHERRY_PICK,21,6,1,0,True,e83d7b43f9d85db500c12088ac3dbe096add2f36,3217351,{'_account_id': 1442602},[],,"{'1442602': {'account': {'_account_id': 1442602}, 'last_update': '2021-10-11 09:09:33.000000000', 'reason': 'ps#1: CQ full run failed.'}, '1395927': {'account': {'_account_id': 1395927}, 'last_update': '2021-10-11 09:04:00.000000000', 'reason': '<GERRIT_ACCOUNT_1442602> replied on the change', 'reason_account': {'_account_id': 1442602}}}",,,,,
106,chromium%2Fsrc~main~I14ae9378049a6182fb930e79186bdda381a748a5,chromium/src,main,[],I14ae9378049a6182fb930e79186bdda381a748a5,[iOS][Passwords] Validate GURL on every keystroke,NEW,2021-10-05 16:34:50.000000000,2021-10-11 09:09:06.000000000,REBASE_ALWAYS,83,53,1,0,False,1efca980096634b0f7b5007818d64ec6d9d352fd,3205419,{'_account_id': 1393045},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,,,,,,
107,chromium%2Fsrc~main~I0d62658e424db321ad0b36949347af5201dc7d20,chromium/src,main,[],I0d62658e424db321ad0b36949347af5201dc7d20,Remove TRACE_EVENT and scheduler dependenciy from PartitionAllocator.,NEW,2021-10-05 07:29:50.000000000,2021-10-11 09:09:04.000000000,REBASE_ALWAYS,165,190,0,0,False,a99e9ffc2c5cf4304b5faa09fe4ce4674e9e75ea,3204812,{'_account_id': 1111300},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,{},,,,,
108,chromium%2Fsrc~main~I257244191dd260c367e66b966e797dfeb27393d7,chromium/src,main,[],I257244191dd260c367e66b966e797dfeb27393d7,Allowing ACTION_STOP to exist with other action items in Media Notification.,NEW,2021-09-15 05:36:56.000000000,2021-10-11 09:08:56.000000000,REBASE_ALWAYS,31,53,38,0,True,d3f36b1ec7d2270a5c4b86bbfdd0d28ebf159d0a,3159928,{'_account_id': 1522490},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1150472': {'account': {'_account_id': 1150472}, 'last_update': '2021-10-11 09:08:56.000000000', 'reason': '<GERRIT_ACCOUNT_1522490> replied on the change', 'reason_account': {'_account_id': 1522490}}, '1231235': {'account': {'_account_id': 1231235}, 'last_update': '2021-09-29 17:29:51.000000000', 'reason': '<GERRIT_ACCOUNT_1130490> replied on the change', 'reason_account': {'_account_id': 1130490}}, '1318394': {'account': {'_account_id': 1318394}, 'last_update': '2021-10-11 09:08:56.000000000', 'reason': '<GERRIT_ACCOUNT_1522490> replied on the change', 'reason_account': {'_account_id': 1522490}}}",,,,,
109,chromium%2Fsrc~main~I2c35f9d96d5fdd76d4bf91fd74a106917f54a8bb,chromium/src,main,['sheriff'],I2c35f9d96d5fdd76d4bf91fd74a106917f54a8bb,[Sheriff] Disable WebAppBrowserTest.WebAppCreateAndDeleteShortcut,NEW,2021-10-11 08:43:48.000000000,2021-10-11 09:08:34.000000000,REBASE_ALWAYS,9,1,1,0,True,cda3b84d225f792d43712e669407e7c6da81e59f,3216694,{'_account_id': 1001438},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1001438': {'account': {'_account_id': 1001438}, 'last_update': '2021-10-11 09:08:21.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
110,chromium%2Fsrc~main~I980e29dccc4cb2891328123da690b06623e79f81,chromium/src,main,[],I980e29dccc4cb2891328123da690b06623e79f81,Enable window controls overlay on chromeOS,NEW,2021-10-05 11:53:10.000000000,2021-10-11 09:06:40.000000000,REBASE_ALWAYS,576,9,86,19,True,71efa6541ac3dd23d2a7c4c9df30deb1e28acea7,3204967,{'_account_id': 1521721},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1115963': {'account': {'_account_id': 1115963}, 'last_update': '2021-10-08 09:19:08.000000000', 'reason': '<GERRIT_ACCOUNT_1521721> replied on the change', 'reason_account': {'_account_id': 1521721}}, '1000805': {'account': {'_account_id': 1000805}, 'last_update': '2021-10-11 08:13:15.000000000', 'reason': '<GERRIT_ACCOUNT_1521721> replied on the change', 'reason_account': {'_account_id': 1521721}}, '1145669': {'account': {'_account_id': 1145669}, 'last_update': '2021-10-08 14:09:24.000000000', 'reason': '<GERRIT_ACCOUNT_1521721> replied on the change', 'reason_account': {'_account_id': 1521721}}, '1330653': {'account': {'_account_id': 1330653}, 'last_update': '2021-10-11 08:13:15.000000000', 'reason': '<GERRIT_ACCOUNT_1521721> replied on the change', 'reason_account': {'_account_id': 1521721}}}",,,,,
111,chromium%2Fsrc~main~If1e45f35c59b4032b65d4dbd2677e077127645b9,chromium/src,main,['autofill-assistant'],If1e45f35c59b4032b65d4dbd2677e077127645b9,[Autofill Assistant] Add AutofillAssistantAgent mojoms,NEW,2021-10-04 14:22:56.000000000,2021-10-11 09:05:58.000000000,REBASE_ALWAYS,271,3,29,0,True,c9c901d9825353f4fc1e7845614b6611cb60095d,3197817,{'_account_id': 1370839},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1115930': {'account': {'_account_id': 1115930}, 'last_update': '2021-10-06 12:00:30.000000000', 'reason': '<GERRIT_ACCOUNT_1370839> replied on the change', 'reason_account': {'_account_id': 1370839}}, '1370839': {'account': {'_account_id': 1370839}, 'last_update': '2021-10-11 09:05:58.000000000', 'reason': 'ps#6: CQ dry run succeeded.'}}",,,,,
112,chromiumos%2Fplatform2~main~Ie5bfdbb1f17744bbcc1bf40d318c572b924ed4d5,chromiumos/platform2,main,[],Ie5bfdbb1f17744bbcc1bf40d318c572b924ed4d5,vm_tools: virtio_balloon give more free to LMKD,NEW,2021-10-04 09:12:47.000000000,2021-10-11 09:05:34.000000000,REBASE_ALWAYS,382,55,10,1,True,7d3a0afd3b50451fe631d243f5485438bb283a5c,3202032,{'_account_id': 1368712},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1002983': {'account': {'_account_id': 1002983}, 'last_update': '2021-10-11 07:21:38.000000000', 'reason': '<GERRIT_ACCOUNT_1368712> replied on the change', 'reason_account': {'_account_id': 1368712}}, '1516044': {'account': {'_account_id': 1516044}, 'last_update': '2021-10-11 09:05:34.000000000', 'reason': '<GERRIT_ACCOUNT_1368712> replied on the change', 'reason_account': {'_account_id': 1368712}}}",,,,,
113,chromium%2Fsrc~main~I9fc7ab06685a32479afd36c535d79e1fedbe98e7,chromium/src,main,[],I9fc7ab06685a32479afd36c535d79e1fedbe98e7,Invalidations for device policy in Lacros,NEW,2021-09-24 13:18:29.000000000,2021-10-11 09:05:04.000000000,REBASE_ALWAYS,397,108,37,0,True,c253b2a94caf363a07d7ed440e947350dc61ff2a,3181538,{'_account_id': 1144419},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1144419': {'account': {'_account_id': 1144419}, 'last_update': '2021-10-08 13:53:22.000000000', 'reason': 'Someone else replied on the change'}}",,,,,
114,chromium%2Fsrc~main~I8becdbbfbe3db770edb5b18c546ca7a4b61f0809,chromium/src,main,[],I8becdbbfbe3db770edb5b18c546ca7a4b61f0809,Move DLP Rules Manager into a shared directory for both ash and lacros.,NEW,2021-10-05 15:48:10.000000000,2021-10-11 09:04:24.000000000,REBASE_ALWAYS,92,87,9,0,True,b3eeb13afb576f30bbd16e9ce2b38540d3d04c3f,3205315,{'_account_id': 1522562},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1522562': {'account': {'_account_id': 1522562}, 'last_update': '2021-10-08 20:42:24.000000000', 'reason': 'ps#8: Submission failed.'}}",,,,,
115,chromium%2Fsrc~main~Ibb9a11740618a4701820ce86c6d47b5428d4392b,chromium/src,main,['peerconnection'],Ibb9a11740618a4701820ce86c6d47b5428d4392b,PeerConnection: report CPU speed limit UMA statistics.,NEW,2021-10-08 13:42:56.000000000,2021-10-11 09:04:21.000000000,REBASE_ALWAYS,364,1,12,0,True,e6f955a16e731c567b8c6a1a1a9e538829f51d9a,3212516,{'_account_id': 1363789},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1363789': {'account': {'_account_id': 1363789}, 'last_update': '2021-10-09 16:03:49.000000000', 'reason': 'ps#6: CQ dry run succeeded.'}, '1307070': {'account': {'_account_id': 1307070}, 'last_update': '2021-10-09 14:05:24.000000000', 'reason': '<GERRIT_ACCOUNT_1363789> replied on the change', 'reason_account': {'_account_id': 1363789}}, '1144624': {'account': {'_account_id': 1144624}, 'last_update': '2021-10-09 14:05:24.000000000', 'reason': '<GERRIT_ACCOUNT_1363789> replied on the change', 'reason_account': {'_account_id': 1363789}}, '1115916': {'account': {'_account_id': 1115916}, 'last_update': '2021-10-09 14:05:24.000000000', 'reason': '<GERRIT_ACCOUNT_1363789> replied on the change', 'reason_account': {'_account_id': 1363789}}}",,,,,
116,chromium%2Fsrc~main~Ie093cb5e9d971dbd51fd42c184fa8e8695be2fef,chromium/src,main,['oobe'],Ie093cb5e9d971dbd51fd42c184fa8e8695be2fef,OOBE: Modulize html-echo,NEW,2021-10-11 09:01:50.000000000,2021-10-11 09:03:47.000000000,REBASE_ALWAYS,24,2,2,0,True,ebfdee3b067bb62fda6b3fc35a100af79f43e259,3216696,{'_account_id': 1426749},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1367914': {'account': {'_account_id': 1367914}, 'last_update': '2021-10-11 09:02:45.000000000', 'reason': '<GERRIT_ACCOUNT_1426749> replied on the change', 'reason_account': {'_account_id': 1426749}}, '1001299': {'account': {'_account_id': 1001299}, 'last_update': '2021-10-11 09:03:45.000000000', 'reason': '<GERRIT_ACCOUNT_1426749> replied on the change', 'reason_account': {'_account_id': 1426749}}}",,,,,
117,chromium%2Fsrc~main~Ic19d8df272066b6fdefb730b961f87cf23cc51cc,chromium/src,main,[],Ic19d8df272066b6fdefb730b961f87cf23cc51cc,Avoid displaying allowed localStorage usage if currently empty,NEW,2021-08-20 18:41:23.000000000,2021-10-11 09:03:11.000000000,REBASE_ALWAYS,300,76,104,2,True,772a385b7ce1d77d1c0019ad1f4c30c7192209d5,3110551,{'_account_id': 1330002},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1330002': {'account': {'_account_id': 1330002}, 'last_update': '2021-10-11 08:50:15.000000000', 'reason': 'ps#45: CQ dry run failed.'}}",,,,,
118,chromiumos%2Foverlays%2Fchromiumos-overlay~main~Id6a734b6f26950b941997eb64f163fd944c7d5dd,chromiumos/overlays/chromiumos-overlay,main,[],Id6a734b6f26950b941997eb64f163fd944c7d5dd,llvm-next: upgrade to 0fe7531b75e54909a7cb7f7080634ab2053964ad (r433403),NEW,2021-10-11 09:02:35.000000000,2021-10-11 09:02:35.000000000,REBASE_ALWAYS,6,6,0,0,True,754db4f0eaf629b7b55511e033fb91f386c67736,3217043,{'_account_id': 1474597},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,,,,,,
119,chromiumos%2Fplatform2~release-R90-13816.B~I8687e082935c9aaa166410e1809ebb779951c7f0,chromiumos/platform2,release-R90-13816.B,[],I8687e082935c9aaa166410e1809ebb779951c7f0,[M90-LTS] init: Avoid using mv to remove 'preload-network-drivers'.,NEW,2021-10-07 13:33:05.000000000,2021-10-11 09:01:24.000000000,REBASE_ALWAYS,4,5,0,0,False,3770bb84f1aa3316d89583d0715afc7645a8dd4d,3212189,{'_account_id': 1516057},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,"{'1516057': {'account': {'_account_id': 1516057}, 'last_update': '2021-10-11 09:01:24.000000000', 'reason': 'ps#2: CQ dry run failed.'}}",,3169194.0,2.0,,
120,chromiumos%2Fthird_party%2Fautotest~main~I603883bd370eeaac0f6f631180741f6b6a33ad89,chromiumos/third_party/autotest,main,[],I603883bd370eeaac0f6f631180741f6b6a33ad89,tast: Use sharding for critical tests,NEW,2021-10-11 08:54:06.000000000,2021-10-11 09:00:00.000000000,REBASE_ALWAYS,45,15,0,0,True,5d3ba7fc01f790039d73881294b382660622e325,3217154,{'_account_id': 1515645},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,,,,,,
121,chromium%2Fsrc~main~I2825d9c57577accefe5f9340797a1f337236cffd,chromium/src,main,[],I2825d9c57577accefe5f9340797a1f337236cffd,Add JobStateReason Enum in CupsJob,NEW,2021-09-30 09:38:30.000000000,2021-10-11 08:58:59.000000000,REBASE_ALWAYS,87,68,32,0,True,5e524b4c8644e9b0ebcda4290589958849acb637,3195970,{'_account_id': 1521927},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,{},,,,,
122,chromium%2Fsrc~main~If3e7b7bc4833bf97d1865e2f5135bc140fba967e,chromium/src,main,['pa'],If3e7b7bc4833bf97d1865e2f5135bc140fba967e,[PA] PartitionAlloc function naming cleanup,NEW,2021-10-08 10:21:56.000000000,2021-10-11 08:58:10.000000000,REBASE_ALWAYS,9,9,1,0,True,d8f8c7629c6f8c37e3dd5ea29201e088748a2bfe,3211771,{'_account_id': 1360234},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1360234': {'account': {'_account_id': 1360234}, 'last_update': '2021-10-11 08:57:45.000000000', 'reason': '<GERRIT_ACCOUNT_1132034> replied on the change', 'reason_account': {'_account_id': 1132034}}}",,,,,
123,chromium%2Fsrc~main~Ib7bc4597f050426e777b9b01c9ef7f28d69e17c1,chromium/src,main,['applist-sync'],Ib7bc4597f050426e777b9b01c9ef7f28d69e17c1,[AppList Sync] Refactor on sync position ownership,NEW,2021-09-20 15:40:20.000000000,2021-10-11 08:57:43.000000000,REBASE_ALWAYS,563,342,56,11,True,8090c3a9e8354cf40a1e29ca4b9899660977f0d2,3171260,{'_account_id': 1299441},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1000232': {'account': {'_account_id': 1000232}, 'last_update': '2021-10-08 18:06:17.000000000', 'reason': '<GERRIT_ACCOUNT_1000101> replied on the change', 'reason_account': {'_account_id': 1000101}}}",,,,,
124,emscripten-releases~main~I0a00eb3a9b5ee608b0b3f05116b46746b59e99c5,emscripten-releases,main,[],I0a00eb3a9b5ee608b0b3f05116b46746b59e99c5,Roll llvm-project from 982bfec8f0a3 to 342d7b654c63 (9 revisions),NEW,2021-10-11 08:56:46.000000000,2021-10-11 08:57:04.000000000,REBASE_ALWAYS,1,1,0,0,True,dc3f3cd550ebdc25cd39e635fe1dad83d0b8e7ee,3217042,{'_account_id': 1302611},[],,,,,,,
125,chromium%2Fsrc~main~I9dc67108dc0cfbb8d3e595b63e1286338bdc421f,chromium/src,main,[],I9dc67108dc0cfbb8d3e595b63e1286338bdc421f,Refactor to have common logic for getting child account status,NEW,2021-10-06 09:39:19.000000000,2021-10-11 08:55:41.000000000,REBASE_ALWAYS,80,57,34,6,True,e15d6eda0a4ebf6660613e7433d3a9c925ab1f44,3208046,{'_account_id': 1521372},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1521372': {'account': {'_account_id': 1521372}, 'last_update': '2021-10-07 16:11:53.000000000', 'reason': 'CV stopped processing the Run'}, '1209769': {'account': {'_account_id': 1209769}, 'last_update': '2021-10-07 09:41:04.000000000', 'reason': '<GERRIT_ACCOUNT_1521372> replied on the change', 'reason_account': {'_account_id': 1521372}}}",,,,,
126,chromium%2Fsrc~main~I461a87dac3457a7a78a89ce6314399b3d429d714,chromium/src,main,[],I461a87dac3457a7a78a89ce6314399b3d429d714,Enable share-this-tab-instead button for getDisplayMedia.,NEW,2021-09-29 13:13:36.000000000,2021-10-11 08:54:49.000000000,REBASE_ALWAYS,154,15,3,0,False,7ae649aa482fe09589192204ecda00f854423c70,3194272,{'_account_id': 1199052},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,,,,,,
127,chromiumos%2Fplatform%2Ftast~main~I8599bc0f8aacd59d3544fd9281a38e88462522fe,chromiumos/platform/tast,main,[],I8599bc0f8aacd59d3544fd9281a38e88462522fe,Full remote fixtures part 7.1 (bundletest),NEW,2021-10-11 08:53:10.000000000,2021-10-11 08:53:10.000000000,REBASE_ALWAYS,333,179,0,0,True,9bbe97f4c17671bc234ba113aa9595eb89d84971,3217330,{'_account_id': 1150179},"[{'status': 'OK', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,,,,,,
128,chromium%2Fsrc~main~I43e2b3fd3ff3ecae1af558a3b2a42d077ee767d3,chromium/src,main,[],I43e2b3fd3ff3ecae1af558a3b2a42d077ee767d3,Accessibility announcement when starting PIP on ChromeOS,NEW,2021-10-08 10:14:57.000000000,2021-10-11 08:53:03.000000000,REBASE_ALWAYS,14,1,2,0,True,fba5a00a08bd00cf75de6337c7e45c35640f35a1,3211694,{'_account_id': 1355245},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1001986': {'account': {'_account_id': 1001986}, 'last_update': '2021-10-11 07:29:29.000000000', 'reason': '<GERRIT_ACCOUNT_1355245> replied on the change', 'reason_account': {'_account_id': 1355245}}, '1355245': {'account': {'_account_id': 1355245}, 'last_update': '2021-10-11 08:53:03.000000000', 'reason': 'ps#2: CQ dry run succeeded.'}}",,,,,
129,chromium%2Fsrc~main~I92cf10b3ee9fec37ee5463ca2d7dd143d4a9ca14,chromium/src,main,['crossoriginisolated'],I92cf10b3ee9fec37ee5463ca2d7dd143d4a9ca14,[crossOriginIsolated] Remove speculative frames exception in CHECK.,NEW,2021-10-07 14:53:10.000000000,2021-10-11 08:51:21.000000000,REBASE_ALWAYS,8,8,0,0,False,72efacdff15389b17d0a7180aa08d6e16bb5eddf,3211991,{'_account_id': 1214679},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",True,"{'1214679': {'account': {'_account_id': 1214679}, 'last_update': '2021-10-11 08:51:21.000000000', 'reason': 'ps#5: CQ dry run failed.'}}",,,,,
130,chromium%2Fsrc~main~Iaaf06f8aba6bb1d61d49dc8775c3ef3a4415c8b5,chromium/src,main,[],Iaaf06f8aba6bb1d61d49dc8775c3ef3a4415c8b5,Add a promo slinger entry for the Privacy Review,NEW,2021-10-08 20:26:56.000000000,2021-10-11 08:49:50.000000000,REBASE_ALWAYS,48,0,4,3,True,56a9d1227d98d7b1ca3591f1dbbce7f83b28cc43,3214335,{'_account_id': 1118331},"[{'status': 'NOT_READY', 'fallback_text': 'Code Owners', 'type': 'code-owners'}]",,"{'1118331': {'account': {'_account_id': 1118331}, 'last_update': '2021-10-08 23:46:27.000000000', 'reason': 'ps#4: CQ dry run succeeded.'}}",,,,,
