,id,project,branch,topic,attention_set,hashtags,change_id,subject,status,created,updated,submit_type,mergeable,insertions,deletions,total_comment_count,unresolved_comment_count,has_review_started,_number,owner,requirements,cherry_pick_of_change,cherry_pick_of_patch_set,revert_of,work_in_progress,_more_changes
120,openstack%2Fnova~stable%2Fwallaby~Iae4fd0579f71d3ba6793dbdb037275352d7e57b0,openstack/nova,stable/wallaby,bug/1950657-stable/xena-stable/wallaby,"{'30609': {'account': {'_account_id': 30609}, 'last_update': '2021-11-25 16:37:56.000000000', 'reason': 'Someone else replied on the change'}}",[],Iae4fd0579f71d3ba6793dbdb037275352d7e57b0,Retry image download if it's corrupted,NEW,2021-11-25 13:55:23.000000000,2021-11-25 16:37:56.000000000,MERGE_IF_NECESSARY,True,23,1,0,0,True,819180,{'_account_id': 30609},[],819179.0,1.0,,,
121,openstack%2Ftripleo-heat-templates~stable%2Fwallaby~Id3d1f23f8a1b393db587d4dcc4cffc3bd09e3935,openstack/tripleo-heat-templates,stable/wallaby,bug/1951433,{},[],Id3d1f23f8a1b393db587d4dcc4cffc3bd09e3935,"Revert ""Enforces minimum Ceph client version to Mimic""",NEW,2021-11-18 14:38:32.000000000,2021-11-25 16:37:36.000000000,MERGE_IF_NECESSARY,True,0,19,1,0,True,818393,{'_account_id': 6796},[],,,,,
122,openstack%2Ftripleo-heat-templates~stable%2Ftrain~I1dd20cc34294865f20b6f8b84d0402f0ed0708e2,openstack/tripleo-heat-templates,stable/train,bug/1951433,{},[],I1dd20cc34294865f20b6f8b84d0402f0ed0708e2,"Revert ""Enforces minimum Ceph client version to Mimic""",NEW,2021-11-18 14:28:50.000000000,2021-11-25 16:37:26.000000000,MERGE_IF_NECESSARY,True,0,19,1,0,True,818321,{'_account_id': 6796},[],,,774208.0,,
123,openstack%2Ftripleo-heat-templates~stable%2Fussuri~I52d4e06d7c335709fc0dab990462d9f3ea230c5d,openstack/tripleo-heat-templates,stable/ussuri,bug/1951433,{},[],I52d4e06d7c335709fc0dab990462d9f3ea230c5d,"Revert ""Enforces minimum Ceph client version to Mimic""",NEW,2021-11-18 14:28:56.000000000,2021-11-25 16:37:07.000000000,MERGE_IF_NECESSARY,True,0,19,1,0,True,818322,{'_account_id': 6796},[],,,774207.0,,
124,openstack%2Fironic-tempest-plugin~master~I4af815dc3f1922c07e0c0aa2fe000d49f92c9807,openstack/ironic-tempest-plugin,master,yoga-jobs,,[],I4af815dc3f1922c07e0c0aa2fe000d49f92c9807,Update jobs for yoga cycle,NEW,2021-11-25 14:18:42.000000000,2021-11-25 16:36:53.000000000,MERGE_IF_NECESSARY,True,46,16,0,0,True,819321,{'_account_id': 23851},[],,,,,
125,starlingx%2Fdocs~master~I5a73f902902acc02baccb92995f696a4b19fb773,starlingx/docs,master,cert-manager-use-for-StarlingX-platform-services,"{'31500': {'account': {'_account_id': 31500}, 'last_update': '2021-11-09 16:06:34.000000000', 'reason': 'Ron Stone replied on the change'}, '26026': {'account': {'_account_id': 26026}, 'last_update': '2021-11-24 12:45:39.000000000', 'reason': 'Ron Stone replied on the change'}, '30539': {'account': {'_account_id': 30539}, 'last_update': '2021-11-24 15:21:14.000000000', 'reason': 'Jerry Sun replied on the change'}, '28676': {'account': {'_account_id': 28676}, 'last_update': '2021-11-09 16:06:34.000000000', 'reason': 'Ron Stone replied on the change'}}",[],I5a73f902902acc02baccb92995f696a4b19fb773,Cert-Manager Use for StarlingX Platform Services,NEW,2021-11-09 15:54:52.000000000,2021-11-25 16:35:37.000000000,MERGE_IF_NECESSARY,True,743,167,162,5,True,817246,{'_account_id': 30539},[],,,,,
126,x%2Ftobiko~master~I721db29d0e03fec38436ff4820f5f461d3689443,x/tobiko,master,,"{'31450': {'account': {'_account_id': 31450}, 'last_update': '2021-11-25 13:29:27.000000000', 'reason': 'A robot voted negatively on a label'}, '11975': {'account': {'_account_id': 11975}, 'last_update': '2021-11-22 14:06:57.000000000', 'reason': 'Alex Katz replied on the change'}}",[],I721db29d0e03fec38436ff4820f5f461d3689443,Make tobiko-cleanup role not to stuck at stack deletion,NEW,2021-11-22 14:06:03.000000000,2021-11-25 16:34:54.000000000,MERGE_IF_NECESSARY,True,12,3,8,3,True,818771,{'_account_id': 31450},[],,,,,
127,openstack%2Fkuryr-kubernetes~master~Ie5e544767c34c8bce26f2ede48e1f6ed1ab40677,openstack/kuryr-kubernetes,master,make-population-dynamic,"{'27032': {'account': {'_account_id': 27032}, 'last_update': '2021-11-25 16:34:49.000000000', 'reason': 'A robot voted negatively on a label'}}",[],Ie5e544767c34c8bce26f2ede48e1f6ed1ab40677,Make pools population dynamic,NEW,2021-11-25 14:06:31.000000000,2021-11-25 16:34:49.000000000,MERGE_IF_NECESSARY,True,20,13,1,0,True,819318,{'_account_id': 27032},[],,,,,
128,openstack%2Fpuppet-ironic~master~I285b4182c41fa51f26ee3cca7f76cdf90587f8ba,openstack/puppet-ironic,master,fix-deps,,[],I285b4182c41fa51f26ee3cca7f76cdf90587f8ba,Fix invalid dependencies,NEW,2021-11-25 13:59:17.000000000,2021-11-25 16:34:38.000000000,MERGE_IF_NECESSARY,True,2,2,0,0,True,819316,{'_account_id': 9816},[],,,,,
129,starlingx%2Finteg~master~I53f1f323e2e293c641af7142a0d3388cc3dde8eb,starlingx/integ,master,debian-pkg,"{'32685': {'account': {'_account_id': 32685}, 'last_update': '2021-11-25 13:15:13.000000000', 'reason': 'Dan Voiculeasa replied on the change'}, '28414': {'account': {'_account_id': 28414}, 'last_update': '2021-11-11 16:57:09.000000000', 'reason': 'Frank Miller replied on the change'}, '24': {'account': {'_account_id': 24}, 'last_update': '2021-11-24 05:57:57.000000000', 'reason': 'Yue Tao replied on the change'}, '28410': {'account': {'_account_id': 28410}, 'last_update': '2021-11-19 01:55:13.000000000', 'reason': 'Yue Tao replied on the change'}}",[],I53f1f323e2e293c641af7142a0d3388cc3dde8eb,Add debian package for base-passwd,NEW,2021-09-23 08:34:23.000000000,2021-11-25 16:34:38.000000000,MERGE_IF_NECESSARY,True,221,0,42,3,True,810563,{'_account_id': 32685},[],,,,,
130,openstack%2Fpuppet-ironic~master~I95a20233f16d652131f398b50ba0da3146e8129e,openstack/puppet-ironic,master,system-scope-params,,[],I95a20233f16d652131f398b50ba0da3146e8129e,Accept system scope credentials for Keystone API request,NEW,2021-11-25 14:13:35.000000000,2021-11-25 16:32:16.000000000,MERGE_IF_NECESSARY,True,90,8,0,0,True,819320,{'_account_id': 9816},[],,,,,
131,starlingx%2Fconfig~master~I1844e6af40c7b82f2c5a6e995947b1c166f82e0d,starlingx/config,master,LP-1952008,"{'33487': {'account': {'_account_id': 33487}, 'last_update': '2021-11-24 14:39:33.000000000', 'reason': 'Added by Rafael Camargos using the hovercard menu'}, '32841': {'account': {'_account_id': 32841}, 'last_update': '2021-11-25 15:42:54.000000000', 'reason': 'Added by Rafael Camargos using the hovercard menu'}, '31787': {'account': {'_account_id': 31787}, 'last_update': '2021-11-24 14:39:28.000000000', 'reason': 'Added by Rafael Camargos using the hovercard menu'}, '15435': {'account': {'_account_id': 15435}, 'last_update': '2021-11-24 14:39:25.000000000', 'reason': 'Added by Rafael Camargos using the hovercard menu'}, '32901': {'account': {'_account_id': 32901}, 'last_update': '2021-11-25 10:59:29.000000000', 'reason': 'Rafael Camargos replied on the change'}, '9926': {'account': {'_account_id': 9926}, 'last_update': '2021-11-25 15:42:53.000000000', 'reason': 'Added by Rafael Camargos using the hovercard menu'}}",[],I1844e6af40c7b82f2c5a6e995947b1c166f82e0d,Add validation of special chars on system values,NEW,2021-11-24 00:20:42.000000000,2021-11-25 16:30:16.000000000,MERGE_IF_NECESSARY,True,46,16,6,0,True,819038,{'_account_id': 33667},[],,,,,
132,starlingx%2Fdocs~master~I458b7b3fc0555df851e38e3ab2fa16c25004ac6f,starlingx/docs,master,KeyStonePWDRecovery,"{'29038': {'account': {'_account_id': 29038}, 'last_update': '2021-11-23 22:03:13.000000000', 'reason': 'Juanita-Balaraj replied on the change'}, '32187': {'account': {'_account_id': 32187}, 'last_update': '2021-11-24 04:01:30.000000000', 'reason': 'Rei Oliveira replied on the change'}, '28676': {'account': {'_account_id': 28676}, 'last_update': '2021-11-23 22:03:13.000000000', 'reason': 'Juanita-Balaraj replied on the change'}, '29904': {'account': {'_account_id': 29904}, 'last_update': '2021-11-23 22:03:13.000000000', 'reason': 'Juanita-Balaraj replied on the change'}}",[],I458b7b3fc0555df851e38e3ab2fa16c25004ac6f,Removed lock/unlock the controllers and subclouds after the keystone admin password change.,NEW,2021-11-23 21:57:04.000000000,2021-11-25 16:29:55.000000000,MERGE_IF_NECESSARY,True,7,19,0,0,True,819028,{'_account_id': 32187},[],,,,,
133,openstack%2Frequirements~master~Id17786fe834770eb0034d3c7680d31c866b58b77,openstack/requirements,master,new-release,,[],Id17786fe834770eb0034d3c7680d31c866b58b77,update constraint for cliff to new release 3.10.0,NEW,2021-11-25 15:28:59.000000000,2021-11-25 16:29:53.000000000,MERGE_IF_NECESSARY,True,1,1,0,0,True,819344,{'_account_id': 11131},[],,,,,
134,openstack%2Fnova~stable%2Fxena~Iae4fd0579f71d3ba6793dbdb037275352d7e57b0,openstack/nova,stable/xena,bug/1950657-stable/xena,"{'30609': {'account': {'_account_id': 30609}, 'last_update': '2021-11-25 16:27:33.000000000', 'reason': 'Someone else replied on the change'}}",[],Iae4fd0579f71d3ba6793dbdb037275352d7e57b0,Retry image download if it's corrupted,NEW,2021-11-25 13:55:10.000000000,2021-11-25 16:27:33.000000000,MERGE_IF_NECESSARY,True,23,1,0,0,True,819179,{'_account_id': 30609},[],818503.0,2.0,,,
135,openstack%2Fdesignate-tempest-plugin~master~I64483c3d8e1ae44db7712b3e463ae4ea239a613a,openstack/designate-tempest-plugin,master,change-794708,"{'11628': {'account': {'_account_id': 11628}, 'last_update': '2021-11-01 09:02:13.000000000', 'reason': 'Arkady Shtempler replied on the change'}, '18894': {'account': {'_account_id': 18894}, 'last_update': '2021-11-01 09:08:15.000000000', 'reason': 'Arkady Shtempler replied on the change'}, '28609': {'account': {'_account_id': 28609}, 'last_update': '2021-11-25 15:59:00.000000000', 'reason': 'Erik Olof Gunnar Andersson replied on the change'}, '29681': {'account': {'_account_id': 29681}, 'last_update': '2021-11-01 09:08:15.000000000', 'reason': 'Arkady Shtempler replied on the change'}}",[],I64483c3d8e1ae44db7712b3e463ae4ea239a613a,Stabilizing “PTR record” tests suite and adding new test cases,NEW,2021-06-04 06:00:07.000000000,2021-11-25 16:26:36.000000000,MERGE_IF_NECESSARY,True,156,46,23,3,True,794708,{'_account_id': 28609},[],,,,,
136,starlingx%2Fdocs~master~Ifeeba7484e49abcaf2d1ad2afc9afc876d479ded,starlingx/docs,master,alarm-expiring-or-expired-certificate,"{'29038': {'account': {'_account_id': 29038}, 'last_update': '2021-10-22 16:28:40.000000000', 'reason': 'Ron Stone replied on the change'}, '30539': {'account': {'_account_id': 30539}, 'last_update': '2021-10-27 18:06:12.000000000', 'reason': 'Sabeel Ansari replied on the change'}, '28676': {'account': {'_account_id': 28676}, 'last_update': '2021-10-22 16:28:40.000000000', 'reason': 'Ron Stone replied on the change'}}",[],Ifeeba7484e49abcaf2d1ad2afc9afc876d479ded,Alarm Expiring or Expired Certificates,NEW,2021-10-22 16:22:07.000000000,2021-11-25 16:25:28.000000000,MERGE_IF_NECESSARY,True,222,2,50,4,True,815133,{'_account_id': 30539},[],,,,,
137,starlingx%2Fkernel~master~Ie62c117c6011584bebc7f71acc8776c2acfd22ba,starlingx/kernel,master,debian-pkg,"{'28652': {'account': {'_account_id': 28652}, 'last_update': '2021-11-25 16:25:24.000000000', 'reason': 'Mark Asselstine replied on the change'}, '32832': {'account': {'_account_id': 32832}, 'last_update': '2021-11-25 15:38:08.000000000', 'reason': 'Jim Somerville replied on the change'}}",[],Ie62c117c6011584bebc7f71acc8776c2acfd22ba,intel-igb_uio: add initial version for debian,NEW,2021-09-23 11:01:30.000000000,2021-11-25 16:25:24.000000000,MERGE_IF_NECESSARY,True,863,0,36,3,True,810608,{'_account_id': 32832},[],,,,,
138,openstack%2Fpuppet-ceph~master~I03ed7c12682e94a555855e5e2c6ec98b78f9ce38,openstack/puppet-ceph,master,puppetlabs-inifile,,[],I03ed7c12682e94a555855e5e2c6ec98b78f9ce38,Fix unit test failure with recent puppetlabs-inifile,NEW,2021-11-25 16:04:21.000000000,2021-11-25 16:25:23.000000000,MERGE_IF_NECESSARY,True,0,1,0,0,True,819353,{'_account_id': 9816},[],,,,,
139,openstack%2Fcinder~master~I4a24ccf1435d02714a1ae6ae24300129b2092872,openstack/cinder,master,bp/reset-state-robustification,"{'30615': {'account': {'_account_id': 30615}, 'last_update': '2021-11-25 08:54:15.000000000', 'reason': 'Someone else replied on the change'}}",[],I4a24ccf1435d02714a1ae6ae24300129b2092872,Reset state robustification for backup os-reset_status,NEW,2021-03-02 14:19:35.000000000,2021-11-25 16:24:42.000000000,MERGE_IF_NECESSARY,True,100,0,2,1,True,778193,{'_account_id': 30615},[],,,,,
140,openstack%2Foslo.cache~master~I6c1a4872d7cf19e3a55c676ef4b4200f18e08f2c,openstack/oslo.cache,master,socket-keepalive,"{'28522': {'account': {'_account_id': 28522}, 'last_update': '2021-11-17 14:31:02.000000000', 'reason': 'A robot voted negatively on a label'}}",[],I6c1a4872d7cf19e3a55c676ef4b4200f18e08f2c,Add retry mechanisms to oslo.cache,NEW,2021-08-06 12:54:49.000000000,2021-11-25 16:23:24.000000000,MERGE_IF_NECESSARY,True,92,0,22,12,True,803747,{'_account_id': 28522},[],,,,,
141,openstack%2Foslo.cache~master~I501100e1a48cdd4e094c08046e2150405dcf371e,openstack/oslo.cache,master,socket-keepalive,"{'28522': {'account': {'_account_id': 28522}, 'last_update': '2021-11-16 14:50:31.000000000', 'reason': 'stephenfin replied on the change'}}",[],I501100e1a48cdd4e094c08046e2150405dcf371e,Add socket keepalive options to oslo.cache,NEW,2021-08-06 09:53:52.000000000,2021-11-25 16:20:49.000000000,MERGE_IF_NECESSARY,True,125,2,24,10,True,803716,{'_account_id': 28522},[],,,,,
142,openstack%2Fneutron~master~If4b33c8437dba411fed913e7e1c7f06d899c08f7,openstack/neutron,master,bug/1950662,"{'16688': {'account': {'_account_id': 16688}, 'last_update': '2021-11-11 18:31:37.000000000', 'reason': 'Someone else replied on the change'}}",[],If4b33c8437dba411fed913e7e1c7f06d899c08f7,Improve DHCP RPC handler,NEW,2021-11-05 14:03:42.000000000,2021-11-25 16:18:12.000000000,MERGE_IF_NECESSARY,True,96,68,3,1,True,816850,{'_account_id': 16688},[],,,,,
143,openstack%2Fneutron~stable%2Ftrain~I3af4d0afa784899689ccb595ce6ba64495431eb9,openstack/neutron,stable/train,bug/1948832,{},[],I3af4d0afa784899689ccb595ce6ba64495431eb9,Check interface presence in new namespace,NEW,2021-11-18 08:46:49.000000000,2021-11-25 16:17:46.000000000,MERGE_IF_NECESSARY,True,15,1,4,0,True,818344,{'_account_id': 16688},[],,,,,
144,openstack%2Fpuppet-ceph~master~I6057600f86130b8bb474d3ebf16583290202e330,openstack/puppet-ceph,master,puppetlabs-inifile,,[],I6057600f86130b8bb474d3ebf16583290202e330,Bump upper versions,NEW,2021-11-25 16:07:32.000000000,2021-11-25 16:17:33.000000000,MERGE_IF_NECESSARY,True,2,2,0,0,True,819355,{'_account_id': 9816},[],,,,,
145,starlingx%2Fdistcloud~master~Ifacfd364c2e961fd396db695658abe2d027757c3,starlingx/distcloud,master,upgrade_retries,"{'31484': {'account': {'_account_id': 31484}, 'last_update': '2021-11-18 16:00:40.000000000', 'reason': 'Al Bailey replied on the change'}, '28486': {'account': {'_account_id': 28486}, 'last_update': '2021-11-25 15:06:26.000000000', 'reason': 'Al Bailey replied on the change'}, '9926': {'account': {'_account_id': 9926}, 'last_update': '2021-11-18 22:49:12.000000000', 'reason': 'Al Bailey replied on the change'}, '28434': {'account': {'_account_id': 28434}, 'last_update': '2021-11-18 16:00:40.000000000', 'reason': 'Al Bailey replied on the change'}}",[],Ifacfd364c2e961fd396db695658abe2d027757c3,Adding retries during upgrade complete state,NEW,2021-11-18 15:57:45.000000000,2021-11-25 16:17:32.000000000,MERGE_IF_NECESSARY,True,60,14,14,0,True,818416,{'_account_id': 15435},[],,,,,
146,openstack%2Fneutron~stable%2Fxena~I653c907a4323e19d5bc381cd3716d42c45a75e15,openstack/neutron,stable/xena,,"{'5948': {'account': {'_account_id': 5948}, 'last_update': '2021-11-25 11:43:44.000000000', 'reason': 'yatin replied on the change'}, '8313': {'account': {'_account_id': 8313}, 'last_update': '2021-11-25 11:43:44.000000000', 'reason': 'yatin replied on the change'}, '13861': {'account': {'_account_id': 13861}, 'last_update': '2021-11-25 12:12:43.000000000', 'reason': 'Someone else replied on the change'}}",[],I653c907a4323e19d5bc381cd3716d42c45a75e15,Set report_interval to 0 for ovs agent unit tests,NEW,2021-11-25 10:30:13.000000000,2021-11-25 16:17:03.000000000,MERGE_IF_NECESSARY,True,4,0,0,0,True,819174,{'_account_id': 13861},[],819117.0,2.0,,,
147,openstack%2Fneutron~stable%2Fwallaby~I653c907a4323e19d5bc381cd3716d42c45a75e15,openstack/neutron,stable/wallaby,,"{'5948': {'account': {'_account_id': 5948}, 'last_update': '2021-11-25 11:44:12.000000000', 'reason': 'yatin replied on the change'}, '8313': {'account': {'_account_id': 8313}, 'last_update': '2021-11-25 11:44:12.000000000', 'reason': 'yatin replied on the change'}, '13861': {'account': {'_account_id': 13861}, 'last_update': '2021-11-25 12:52:37.000000000', 'reason': 'Someone else replied on the change'}}",[],I653c907a4323e19d5bc381cd3716d42c45a75e15,Set report_interval to 0 for ovs agent unit tests,NEW,2021-11-25 10:31:31.000000000,2021-11-25 16:17:02.000000000,MERGE_IF_NECESSARY,True,4,0,0,0,True,819175,{'_account_id': 13861},[],819174.0,1.0,,,
148,openstack%2Fneutron~stable%2Fvictoria~I653c907a4323e19d5bc381cd3716d42c45a75e15,openstack/neutron,stable/victoria,,"{'5948': {'account': {'_account_id': 5948}, 'last_update': '2021-11-25 12:52:06.000000000', 'reason': 'yatin replied on the change'}, '8313': {'account': {'_account_id': 8313}, 'last_update': '2021-11-25 12:52:06.000000000', 'reason': 'yatin replied on the change'}, '13861': {'account': {'_account_id': 13861}, 'last_update': '2021-11-25 14:31:08.000000000', 'reason': 'Slawek Kaplonski replied on the change'}}",[],I653c907a4323e19d5bc381cd3716d42c45a75e15,Set report_interval to 0 for ovs agent unit tests,NEW,2021-11-25 10:33:48.000000000,2021-11-25 16:17:00.000000000,MERGE_IF_NECESSARY,True,4,0,0,0,True,819177,{'_account_id': 13861},[],819175.0,1.0,,,
149,openstack%2Fsushy-tools~master~I68f13f0ae9f448ea3e20a656b37ad07b7e657392,openstack/sushy-tools,master,py39-voting,"{'15519': {'account': {'_account_id': 15519}, 'last_update': '2021-11-25 16:15:41.000000000', 'reason': 'Ghanshyam replied on the change'}, '23851': {'account': {'_account_id': 23851}, 'last_update': '2021-11-25 16:16:10.000000000', 'reason': 'Ghanshyam replied on the change'}}",[],I68f13f0ae9f448ea3e20a656b37ad07b7e657392,Test all supported python version,NEW,2021-11-25 02:25:35.000000000,2021-11-25 16:16:10.000000000,MERGE_IF_NECESSARY,True,11,1,2,1,True,819243,{'_account_id': 8556},[],,,,,
150,openstack%2Fcinder~master~I4f8e4c13e678912ce5a3105dc21ea81d1b53bf9a,openstack/cinder,master,mypy,"{'12670': {'account': {'_account_id': 12670}, 'last_update': '2021-10-13 14:55:51.000000000', 'reason': 'Eric Harney replied on the change'}, '4523': {'account': {'_account_id': 4523}, 'last_update': '2021-11-11 16:25:56.000000000', 'reason': 'Someone else replied on the change'}}",[],I4f8e4c13e678912ce5a3105dc21ea81d1b53bf9a,mypy: RBD driver,NEW,2021-02-05 17:04:04.000000000,2021-11-25 16:13:20.000000000,MERGE_IF_NECESSARY,True,284,120,27,1,True,774288,{'_account_id': 4523},[],,,,,
151,starlingx%2Fconfig~master~Ic9251ff15690a5548ce0a2de4fab4e85454e4ce6,starlingx/config,master,story/hybrid-cluster-feature,"{'33410': {'account': {'_account_id': 33410}, 'last_update': '2021-11-19 17:11:38.000000000', 'reason': 'A robot voted negatively on a label'}}",[],Ic9251ff15690a5548ce0a2de4fab4e85454e4ce6,Modify puppet plugins and host vswitch hugepages allocation logic,NEW,2021-11-19 16:42:50.000000000,2021-11-25 16:12:17.000000000,MERGE_IF_NECESSARY,,80,22,3,1,True,818599,{'_account_id': 33410},[],,,,True,
152,openstack%2Fvirtualbmc~master~I686b17209e94779d6e29879730b635c17e338c76,openstack/virtualbmc,master,py39-voting,"{'23851': {'account': {'_account_id': 23851}, 'last_update': '2021-11-25 16:12:00.000000000', 'reason': 'Ghanshyam replied on the change'}}",[],I686b17209e94779d6e29879730b635c17e338c76,Test all supported python version,NEW,2021-11-25 02:25:39.000000000,2021-11-25 16:12:00.000000000,MERGE_IF_NECESSARY,True,12,1,2,0,True,819244,{'_account_id': 8556},[],,,,,
153,openstack%2Fneutron~master~Ia66475b377c683b115c8bd9a77c72d955db60fdc,openstack/neutron,master,yoga-python-testing,"{'13861': {'account': {'_account_id': 13861}, 'last_update': '2021-11-25 16:11:26.000000000', 'reason': 'Ghanshyam replied on the change'}}",[],Ia66475b377c683b115c8bd9a77c72d955db60fdc,Updating python testing as per Yoga testing runtime,NEW,2021-11-24 23:43:35.000000000,2021-11-25 16:11:26.000000000,MERGE_IF_NECESSARY,True,3,7,2,0,True,819201,{'_account_id': 8556},[],,,,,
154,openstack%2Fneutron~stable%2Frocky~Ibd8f78fc822b04965c6a79b57b13be364934f64f,openstack/neutron,stable/rocky,bug/1939507-stable/wallaby-stable/victoria-stable/ussuri-stable/train-stable/stein-stable/rocky,"{'11975': {'account': {'_account_id': 11975}, 'last_update': '2021-11-22 09:28:11.000000000', 'reason': 'A robot voted negatively on a label'}}",[],Ibd8f78fc822b04965c6a79b57b13be364934f64f,[Functional] Wait for the initial state of ha router before test,NEW,2021-09-13 07:09:37.000000000,2021-11-25 16:09:43.000000000,MERGE_IF_NECESSARY,True,13,0,22,0,True,808502,{'_account_id': 11975},[],808501.0,1.0,,,
155,starlingx%2Fconfig~master~I5af677c10312bae7c10101bf425e1db79c716670,starlingx/config,master,,{},[],I5af677c10312bae7c10101bf425e1db79c716670,Check trident compatibility pre k8s upgrade,NEW,2021-11-16 11:32:36.000000000,2021-11-25 16:09:14.000000000,MERGE_IF_NECESSARY,,43,0,17,1,True,818066,{'_account_id': 32318},[],,,,True,
156,starlingx%2Fconfig-files~master~I27bc46709c74c592a8a6b9505f4f2edac742e1a9,starlingx/config-files,master,ldap-degrade,"{'15435': {'account': {'_account_id': 15435}, 'last_update': '2021-11-25 15:16:42.000000000', 'reason': 'Bin Qian replied on the change'}, '28464': {'account': {'_account_id': 28464}, 'last_update': '2021-11-25 16:08:50.000000000', 'reason': 'Bin Qian replied on the change'}}",[],I27bc46709c74c592a8a6b9505f4f2edac742e1a9,report open-ldap service is approaching or reaching FD limit,NEW,2021-11-24 15:36:35.000000000,2021-11-25 16:08:50.000000000,MERGE_IF_NECESSARY,True,14,2,14,9,True,819129,{'_account_id': 28466},[],,,,,
157,openstack%2Fneutron-tempest-plugin~master~I9ddc05a87ae79a32b56796ed9c1c9ab7deda9310,openstack/neutron-tempest-plugin,master,,,[],I9ddc05a87ae79a32b56796ed9c1c9ab7deda9310,[stable/rocky] Regroup tests exclusion list and add new failing ones,NEW,2021-11-24 13:20:04.000000000,2021-11-25 16:08:34.000000000,MERGE_IF_NECESSARY,True,17,17,1,0,True,819109,{'_account_id': 21798},[],,,,,
158,starlingx%2Fkernel~master~Id5a75341fd7a1b335b5525e3bfd288c7816e7ef3,starlingx/kernel,master,debian-pkg,"{'32832': {'account': {'_account_id': 32832}, 'last_update': '2021-11-25 16:08:25.000000000', 'reason': 'Jim Somerville replied on the change'}, '33394': {'account': {'_account_id': 33394}, 'last_update': '2021-11-25 03:00:21.000000000', 'reason': 'Li Zhou replied on the change'}}",[],Id5a75341fd7a1b335b5525e3bfd288c7816e7ef3,qat17: add initial version for debian,NEW,2021-09-24 07:12:53.000000000,2021-11-25 16:08:25.000000000,MERGE_IF_NECESSARY,True,746,0,51,6,True,810823,{'_account_id': 32832},[],,,,,
159,openstack%2Fopenstack-ansible-os_neutron~master~I7821dbfcb63f86274fca64e107cc5e4ec3983756,openstack/openstack-ansible-os_neutron,master,,"{'28619': {'account': {'_account_id': 28619}, 'last_update': '2021-11-25 16:06:54.000000000', 'reason': 'A robot voted negatively on a label'}}",[],I7821dbfcb63f86274fca64e107cc5e4ec3983756,Drop designate notifications topic,NEW,2021-11-25 13:50:43.000000000,2021-11-25 16:06:54.000000000,MERGE_IF_NECESSARY,True,1,7,0,0,True,819314,{'_account_id': 28619},[],,,,,
160,openstack%2Fnova~master~I4b6359c1154a8cecc72c16dddf66c5c4184a69f0,openstack/nova,master,,"{'11292': {'account': {'_account_id': 11292}, 'last_update': '2021-11-03 15:11:50.000000000', 'reason': 'Julia Kreger replied on the change'}, '782': {'account': {'_account_id': 782}, 'last_update': '2021-11-03 13:02:34.000000000', 'reason': 'Julia Kreger replied on the change'}, '8864': {'account': {'_account_id': 8864}, 'last_update': '2021-11-23 19:14:06.000000000', 'reason': 'Julia Kreger replied on the change'}, '12640': {'account': {'_account_id': 12640}, 'last_update': '2021-11-18 01:15:10.000000000', 'reason': 'Julia Kreger replied on the change'}}",[],I4b6359c1154a8cecc72c16dddf66c5c4184a69f0,WIP Ironic - Handle instance/node host on rebalance,NEW,2021-10-13 21:36:52.000000000,2021-11-25 16:06:29.000000000,MERGE_IF_NECESSARY,True,474,28,28,10,True,813897,{'_account_id': 11655},[],,,,,
161,openstack%2Foslo.messaging~master~Id4ccafc95314c86ae918336e42cca64a6acd4d94,openstack/oslo.messaging,master,bug/1917645,"{'28522': {'account': {'_account_id': 28522}, 'last_update': '2021-11-25 12:19:12.000000000', 'reason': 'gibi replied on the change'}, '11604': {'account': {'_account_id': 11604}, 'last_update': '2021-11-24 16:16:00.000000000', 'reason': 'gibi replied on the change'}, '2033': {'account': {'_account_id': 2033}, 'last_update': '2021-11-24 16:16:00.000000000', 'reason': 'gibi replied on the change'}}",[],Id4ccafc95314c86ae918336e42cca64a6acd4d94,[rabbit] use retry parameters during notification sending,NEW,2021-11-24 16:13:51.000000000,2021-11-25 16:05:27.000000000,MERGE_IF_NECESSARY,True,60,26,4,0,True,819142,{'_account_id': 9708},[],,,,,
162,openstack%2Fpuppet-openstack-integration~master~I9747ba55c4d7f954bdb53a6cd86f2918f6f06ba0,openstack/puppet-openstack-integration,master,,"{'9816': {'account': {'_account_id': 9816}, 'last_update': '2021-11-25 16:05:23.000000000', 'reason': 'A robot voted negatively on a label'}}",[],I9747ba55c4d7f954bdb53a6cd86f2918f6f06ba0,"Revert ""Disable vitrage in scenario001""",NEW,2021-11-25 14:27:25.000000000,2021-11-25 16:05:23.000000000,MERGE_IF_NECESSARY,True,1,1,0,0,True,819323,{'_account_id': 9816},[],,,,,
